XID,Project Name,Location,Price Range,Price per Sqft,Project Status,Configurations,Unit Sizes,Builder,Total Number of Units,Project Size,Launch Date,Completion Date,Locality,Micro Market,USP,Builder URL,Builder Experience,Ongoing Projects,Past Projects,RERA Number,Specifications,Sports Amenities,Convenience Amenities,Safety Amenities,Environment Amenities,Leisure Amenities
r426520,Conscient Parq,"Sector 80, Gurgaon",Rs3.09 Cr - 4.53 Cr,"Rs15,900 Per Sq. Ft",New Launch,"3, 4 BHK",1945 Sq. Ft to 2850 Sq. Ft (Saleable),Conscient,528 units,5.6 Acres,Ask for Details,Ask for Details,Sector 80,New Gurgaon,"Experience luxurious living with panoramic views of Delhi NCR,Strategically located near NH 8, Southern Peripheral Road & Dwarka Expressway,Lush green surroundings and serene environment for a peaceful lifestyle,Well-equipped gymnasium for fitness enthusiasts to stay active,Reliable power backup for uninterrupted living experience,Superior construction with acrylic emulsion wall finishes",https://www.squareyards.com/conscient-projects/31/builder,4 Years Experience,6,11,660/2017/307,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink,Power Backup; Treated Water Supply; Pet Area; 24*7 Water Supply; Separate Enrty /Exit Gates; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Party Hall; Indoor Games; Luxurious Clubhouse
r18616,Vedantam Minaret,"Abhay Khand, Ghaziabad",Rs78.75 Lac - 1.20 Cr,"Rs7,500 Per Sq. Ft",Ready to Move,"2, 3 BHK",1050 Sq. Ft to 1600 Sq. Ft (Saleable),Vedantam,112 units,0.63 Acres,Ask for Details,Ask for Details,Abhay Khand,Ghaziabad City,"Strategically located near NH 24, Hindon Cut Road.,RERA approved project in Ghaziabad, regulatory compliance.,Sophisticated gym and power backup for convenience.,High-quality acrylic emulsion walls and laminated flooring.,Prime plot in Abhay Khand, Ghaziabad, for investment.",https://www.squareyards.com/vedantam-projects/407/builder,N/A,1,N/A,UPRERAAGT10119,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Fittings & Fixtures: Wardrobes, Split Air Conditioner; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Ceilings: PoP Design / Punning; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Shower Panel, Geyser, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Normal Park / Central Green,Party Hall; Clubhouse; Indoor Games
r406986,Shree Shyamal County,"Waghodia, Vadodara",Price on Request,N/A,Ready to Move,"1, 3 BHK",525 Sq. Ft to 1185 Sq. Ft (Saleable),Ask for Details,1014 units,25.85 Acres,Ask for Details,Ask for Details,Ask for Details,Ask for Details,,N/A,N/A,N/A,N/A,N/A,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Jogging / Cycle Track; Skating Rink; Gazebo,Treated Water Supply; Party Lawn,24 x 7 Security,Rain Water Harvesting,Clubhouse; Indoor Games
r425745,Vishal Eastern Front,"Mundhwa, Pune",Price on Request,N/A,New Launch,"3, 4 BHK",960 Sq. Ft to 1254 Sq. Ft (Carpet),Vishal Group,26 units,1.09 Acres,Ask for Details,Ask for Details,Mundhwa,Pune East,"Spectacular views of Eastern Front with Mundhwa Road connectivity,Luxurious amenities like gym, power backup and security,Green surroundings with rainwater harvesting facilities,Spacious master bedroom with oil-bound distemper walls,Vitrified tiles on flooring for added comfort",https://www.squareyards.com/vishal-group-projects/7796/builder,N/A,1,7,A51800000454,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Play Areas / Sand Pits; Yoga Areas; Gazebo,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems,Rain Water Harvesting; Sewage Treatment Plant; Normal Park / Central Green,Indoor Games
r326229,ATS Homekraft Pious Hideaways,"Sector 150, Noida",Rs1.38 Cr - 1.65 Cr,"Rs9,875 Per Sq. Ft",Under Construction,3 BHK,1400 Sq. Ft to 1675 Sq. Ft (Saleable),ATS,749 units,8 Acres,Ask for Details,"Dec 31, 2023",Sector 150,Noida Expressway,"Strategically located on Noida Greater Noida Expressway & Yamuna Expressway,RERA approved project with registration number UPRERAPRJ442430,Unlimited power backup for a secure and reliable living,Spacious 3 BHK apartments with areas ranging from 1400-1675 Sq. Ft.,Well-equipped gym and yoga / meditation room for sports enthusiasts,Highest quality wall finishes with oil bound distemper coating",https://www.squareyards.com/ats-projects/19/builder,20 Years Experience,19,26,UPRERAAGT10119,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Emergency Rescue / Alarms,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Cafe / Coffee Bar; Party Hall; Clubhouse; Indoor Games
r396838,Lodha Mahalaxmi Bellevue,"Mahalaxmi, Mumbai",Rs9.30 Cr,N/A,Under Construction,"3, 4 BHK",435 Sq. Ft to 1797 Sq. Ft (Carpet),Lodha,627 units,7 Acres,Ask for Details,Ask for Details,Mahalaxmi,Mumbai South,,https://www.squareyards.com/lodha-projects/521/builder,39 Years Experience,36,343,A51800000454,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Italian/Imported Marble; Other Bedrooms-Flooring: Italian/Imported Marble; Walls: Oil Bound Distemper; Living Area-Flooring: Italian/Imported Marble; Fittings & Fixtures: Air Conditioner Fittings; Bathroom: Shower Panel, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Football; Cricket; Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track,Power Backup; Treated Water Supply; Pet Area; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Smart Card Access; Intercom Facility; Video Phone; Emergency Rescue / Alarms,Large Green Area,Cafe / Coffee Bar; Party Hall; Clubhouse; Amphitheater; Indoor Games; Jacuzzi; Senior Citizen Area
r376632,Dreamland Harnarain Aeropolis,"Sehmalpur, Varanasi",Rs56.25 Lac - 1.30 Cr,N/A,Mid Stage,"2, 3, 4 BHK",793 Sq. Ft to 1858 Sq. Ft (Carpet),Dreamland Holdings Ltd,128 units,2.07 Acres,Ask for Details,Ask for Details,Sehmalpur,Varanasi North,,https://www.squareyards.com/dreamland-holdings-ltd-projects/22424/builder,N/A,1,N/A,UPRERAAGT10119,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Swimming Pool; Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security,Normal Park / Central Green,Indoor Games
r423306,Kochar Gagan,"Porur, Chennai",Price on Request,N/A,New Launch,"2, 3 BHK",906 Sq. Ft to 2491 Sq. Ft (Saleable),Kochar Homes,200 units,2.35 Acres,Ask for Details,Ask for Details,Porur,Chennai West,,https://www.squareyards.com/kochar-homes-projects/16590/builder,N/A,2,1,Delhi/Agent/0027/2017,Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Badminton Court(s); Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Solar Heaters; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance,Rain Water Harvesting; Sewage Treatment Plant; Normal Park / Central Green,Party Hall; Indoor Games
r432549,TREVOC Royal Residences,"Sector 56, Gurgaon",Rs6.60 Cr - 8.45 Cr,"Rs24,999 Per Sq. Ft",New Launch,"3, 4 BHK",2642 Sq. Ft to 3380 Sq. Ft (Saleable),TREVOC Group,172 units,2.059 Acres,Ask for Details,Ask for Details,Sector 56,Golf Course Road,"Strategically located near Golf Course Road, Extension, and Sohna Road,Unique 3 & 4 BHK apartments with spacious area options,Power backup ensures a comfortable living experience,Enjoy a world-class gymnasium and sports facility,Experience luxurious living in TREVOC Royal Residences,Impeccable master bedroom walls finished with oil bound distemper",https://www.squareyards.com/trevoc-group-projects/26289/builder,N/A,1,N/A,660/2017/307,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Squash Court; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Rappelling/Rock Climbing,Power Backup; Treated Water Supply; Medical Facility; 24*7 Water Supply; Separate Enrty /Exit Gates; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Entertainment Zone,Rain Water Harvesting; Sewage Treatment Plant; Normal Park / Central Green,Mini Theatre; Reading Room/Library; Party Hall; Amphitheater; Indoor Games; Spa; Luxurious Clubhouse; Obeservatory Deck; Senior Citizen Area
r390200,J Eklera Smit Residency,"Simada Gam, Surat",Price on Request,N/A,New Launch,"2, 3 BHK",Ask for Details,Ask for Details,994 units,5.8 Acres,Ask for Details,Ask for Details,Simada Gam,Surat East,,N/A,N/A,N/A,N/A,N/A,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,Swimming Pool,Treated Water Supply; Lift,24 x 7 Security; Fire Fighting Systems,N/A,N/A
r4872,Chitrapuri Colony,"Manikonda, Hyderabad",Rs25.20 Lac - 90.20 Lac,N/A,Ready to Move,"1, 3 BHK",465 Sq. Ft to 1670 Sq. Ft (Saleable),Ask for Details,700 units,12 Acres,Ask for Details,Ask for Details,Manikonda,West Zone,,N/A,N/A,N/A,N/A,REA02400000010,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Kids' Play Areas / Sand Pits,Power Backup; 24*7 Water Supply; Lift,24 x 7 Security,Normal Park / Central Green,Indoor Games
r348973,Geown Oasis,"Off Sarjapur road, Bangalore",Rs1.75 Cr - 2.39 Cr,"Rs9,000 Per Sq. Ft",Partially Ready To Move,"3, 4 BHK",1944 Sq. Ft to 2655 Sq. Ft (Saleable),Geown,268 units,15 Acres,Ask for Details,Ask for Details,Off Sarjapur road,South Bangalore,"Strategically located off Sarjapur Road for easy commute.,Rich RERA certified project for transparent investments.,State-of-the-art gymnasium for fit and active living.,Reliable power backup for uninterrupted living.,Well-designed apartments with premium finishes.",https://www.squareyards.com/geown-projects/1839/builder,N/A,9,N/A,PRM/KA/RERA/1251/310/AG/171114/000400,Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Ceilings: False Ceiling; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; 24*7 Water Supply,24 x 7 Security; CCTV / Video Surveillance; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Reading Room/Library; Sauna; Party Hall; Clubhouse; Amphitheater; Indoor Games
r433575,Amarprakash Palm Riviera,"Thirumudivakkam, Chennai",Price on Request,N/A,Ready to Move,"1, 2, 3, 4 BHK",500 Sq. Ft to 1850 Sq. Ft (Saleable),Amarprakash Developers,250 units,16 Acres,Ask for Details,Ask for Details,Thirumudivakkam,Chennai South,,https://www.squareyards.com/amarprakash-developers-projects/9443/builder,N/A,17,N/A,Delhi/Agent/0027/2017,Master Bedroom-Walls: Others; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Others; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Kids' Play Areas / Sand Pits,Power Backup; 24*7 Water Supply; Lift,24 x 7 Security,Normal Park / Central Green,Indoor Games
r419768,SLV Classic Vidyaranyapura,"Vidyaranyapura, Bangalore",Price on Request,N/A,Well Occupied,Ask for Details,Ask for Details,Ask for Details,Ask for Details,Ask for Details,Ask for Details,Ask for Details,Vidyaranyapura,North Bangalore,,N/A,N/A,N/A,N/A,PRM/KA/RERA/1251/310/AG/171114/000400,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Kids' Play Areas / Sand Pits,Power Backup; 24*7 Water Supply,24 x 7 Security,Normal Park / Central Green,Indoor Games
r427641,Manisha 64 Hills,"Bavdhan, Pune",Rs2.08 Cr - 2.96 Cr,N/A,New Launch,"3, 4 BHK",1403 Sq. Ft to 1992 Sq. Ft (Carpet),Manisha Constructions Pune,31 units,0.62 Acres,Ask for Details,Ask for Details,Bavdhan,Pune West,,https://www.squareyards.com/manisha-constructions-pune-projects/22111/builder,N/A,1,N/A,A51800000454,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Kids' Play Areas / Sand Pits,Power Backup; Solar Heaters; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems,Normal Park / Central Green,Indoor Games; Conference Room
r381204,Vertex KLR Giga Citi,"Tukkuguda, Hyderabad",Rs1.50 Cr - 1.83 Cr,N/A,Ready to Move,Ask for Details,4500 Sq. Ft to 4995 Sq. Ft (Saleable),Vertex Builders,678 units,103 Acres,Ask for Details,Ask for Details,Tukkuguda,South Zone,,https://www.squareyards.com/vertex-builders-projects/11769/builder,N/A,5,N/A,REA02400000010,N/A,Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Yoga Areas; Golf Course,Power Backup; Restaurant; Treated Water Supply; 24*7 Water Supply,24 x 7 Security,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Clubhouse; Multiplex; High Street Retail; Hypermarket
r426777,Trifecta Vanto,"Kodathi, Bangalore",Rs58.21 Lac - 1.10 Cr,N/A,New Launch,"1, 2, 3 BHK",710 Sq. Ft to 1340 Sq. Ft (Saleable),Trifecta Projects Pvt Ltd,825 units,9 Acres,Ask for Details,Ask for Details,Kodathi,South Bangalore,"Strategically located on NH 44 and Sarjapur Road.,Easy access to work spaces and daily essentials.,24x7 power backup and 24x7 security.,Luxurious amenities like gym and cafe bar.,Eco-friendly features like rainwater harvesting systems.",https://www.squareyards.com/trifecta-projects-pvt-ltd-projects/15626/builder,N/A,2,5,PRM/KA/RERA/1251/310/AG/171114/000400,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Golf Simulator,Power Backup; AC Waiting Lobby; Treated Water Supply; Medical Facility; Day Care Center; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area,Cafe / Coffee Bar; Massage Room; Mini Theatre; Reading Room/Library; Party Hall; Clubhouse; Indoor Games; Spa
r395792,APR Praveens Golden Leaf,"Toroor, Hyderabad",Rs1.53 Cr - 2.52 Cr,"Rs8,000 Per Sq. Ft",Under Construction,"3, 4 BHK",1910 Sq. Ft to 3150 Sq. Ft (Saleable),APR Group,548 units,45 Acres,Ask for Details,Ask for Details,Toroor,East Zone,"Strategically located near Nagarjuna Sagar Road and NORTRO.,Approved by RERA with project ID P02400006219.,Enjoy luxurious living with Power Backup guarantee.,Luxurious apartments with Acrylic Emulsion walls and Vitrified Tiles flooring.,State-of-the-art security with 24/7 surveillance and clubhouse.",https://www.squareyards.com/apr-group-projects/4368/builder,N/A,3,8,REA02400000010,Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Skating Rink; Gazebo,Power Backup; Treated Water Supply; Guest House; 24*7 Water Supply,24 x 7 Security; CCTV / Video Surveillance,Large Green Area,Clubhouse; Amphitheater; Indoor Games
r405310,Casagrand First City,"Sholinganallur, Chennai",Rs57.00 Lac - 1.04 Cr,N/A,Ready to Move,"2, 3 BHK",920 Sq. Ft to 1671 Sq. Ft (Saleable),Casagrand,1693 units,15 Acres,Ask for Details,Ask for Details,Sholinganallur,Chennai South,,https://www.squareyards.com/casagrand-projects/9761/builder,N/A,25,131,Delhi/Agent/0027/2017,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Football; Cricket; Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Golf Simulator; Indoor Swimming Pool; Rappelling/Rock Climbing,Power Backup; Treated Water Supply; High Speed Elevators; Day Care Center; Pet Area; Car Washing Bays; Driver Area; Laundromat; Guest House; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area,Cafe / Coffee Bar; Massage Room; Mini Theatre; Reading Room/Library; Sauna; Party Hall; Clubhouse; Amphitheater; Indoor Games; Conference Room; Spa; Luxurious Clubhouse; Jacuzzi; High Street Retail; Senior Citizen Area
