XID,Data Point,Housing,MagicBricks,SquareYards
399000,Property Type,,Residential Plot,
399000,Project Status,,Under Construction,Ready to Move
399000,Launch Date,"Jul, 2023 Avg. Price: 11.29 K - 17.26 K/sq.ft",01 June 2022,Ask for Details
399000,Possession Date,"Apr, 2025",01 December 2026,Ask for Details
399000,Total Units,,140.0,276 units
399000,Project Size (Acres),0,9 Acre,9 Acres
399000,Amenities Count,,17,
399000,USP,Not Found,Highway Touch Project | Near to Mumbai Expressway | Nestled in Aravali Hills | Rectangular Plot With Scenic Views | No High-tension Wire | Located on NH-248A | Proximity to the Delhi-Mumbai Expressway and Kundli-Manesar-Palwal Expressway (KMP),"Stylized apartments near Sohna Road, Gurgaon.,Easy access to Delhi Mumbai Expressway and Sohna Road.,Spacious apartments in Sector 35, Sohna, Gurgaon.,Premium amenities like gymnasium, reading room and 24x7 water supply.,Rera certified projects GGM/606/338/2022/81, GGM/725/457/2023/69, GGM/712/444/2023/56."
399000,Builder Experience,,27+ years,20 Years Experience
399000,Total Towers,,7,
399000,Rera Number,Not Found,,660/2017/307
399000,Name,ATS Bonheur Avenue,ATS Bonheur Avenue,ATS Homekraft Bonheur Avenue
399000,Location,"Dhunela, Gurgaon","Sector 35 Sohna, Gurgaon","Sohna Sector 35, Gurgaon"
399000,Builder Name,ATS HOMEKRAFT,ATS Homekraft,ATS
399000,Price Range,1.55 Cr - 1.81 Cr,2.86 Cr,Rs1.38 Cr - 2.75 Cr
399000,Price per Sq.Ft,,Rs 17593,
399000,BHK,0,Plots,Ask for Details
399000,Property Type,,Residential Plot,
399000,Project Status,,Under Construction,Ready to Move
399000,Launch Date,"Jul, 2023 Avg. Price: 11.29 K - 17.26 K/sq.ft",01 June 2022,Ask for Details
399000,Possession Date,"Apr, 2025",01 December 2026,Ask for Details
399000,Total Units,,140.0,276 units
399000,Project Size (Acres),0,9 Acre,9 Acres
399000,Amenities Count,,17,
399000,USP,Not Found,Highway Touch Project | Near to Mumbai Expressway | Nestled in Aravali Hills | Rectangular Plot With Scenic Views | No High-tension Wire | Located on NH-248A | Proximity to the Delhi-Mumbai Expressway and Kundli-Manesar-Palwal Expressway (KMP),"Stylized apartments near Sohna Road, Gurgaon.,Easy access to Delhi Mumbai Expressway and Sohna Road.,Spacious apartments in Sector 35, Sohna, Gurgaon.,Premium amenities like gymnasium, reading room and 24x7 water supply.,Rera certified projects GGM/606/338/2022/81, GGM/725/457/2023/69, GGM/712/444/2023/56."
399000,Builder Experience,,27+ years,20 Years Experience
399000,Total Towers,,7,
399000,Rera Number,Not Found,,660/2017/307
400436,Name,Ivory County Phase 3,Ivory County,Ivory County
400436,Location,"Sector 115, Noida","Sector 115, Noida","Sector 115, Noida"
400436,Builder Name,COUNTY GROUP,County Group,ABA County Group
400436,Price Range,3.15 Cr - 10.76 Cr,5.64 Cr,Rs3.25 Cr - 11.11 Cr
400436,Price per Sq.Ft,,Rs 11308,"Rs16,000 Per Sq. Ft"
400436,BHK,"3, 4, 5 BHK Apartments","3,4,5 BHK Flats","3, 4, 5 BHK"
400436,Property Type,,Flat,
400436,Project Status,,Under Construction,Under Construction
400436,Launch Date,"Jul, 2023 Avg. Price: 15.5 K/sq.ft",01 July 2023,Ask for Details
400436,Possession Date,"Dec, 2029",01 December 2029,Ask for Details
400436,Total Units,,2346.0,2372 units
400436,Project Size (Acres),6.82 Acres,30 Acre,28 Acres
400436,Amenities Count,,24,
400436,USP,"Property Location Sector 115, Noida Around This Project School B.R.Modern Public School 2 mins (1.1 km) Hospital MJ Hospital 5 mins (2.9 km) Noida Sector 101 Metro Station View more on Maps","Premium State of Art Club House. | Certified Earthquake Resistant Structure. | High grade Italian marble, VRV, modular kitchen. | Beautiful decks etc. | Triple Height Entrance Lobby. | Located On 80 Mtr. Wide Road. | Fitted wardrobes, walk in closets, security systems. | Rain Water Harvesting. | Two Master Bedrooms In Every Layout With Pooja Space.","Exclusive 3, 4, 5 BHK apartments near Noida Greater Noida Expressway,Ivory County offers unparalleled connectivity via Dadri Road and Golf Marg,Wide range of unit options starting from 2034 sqft to 6943 sqft,Experience Hassle-Free Living with dedicated Power Backup and Gymnasium,Tier-1 amenities and specifications including Master Bedroom with premium walls,Gated community with easy access to major highways and residential hubs,RERA approved projects with direct links to projects knowledge PDF"
400436,Builder Experience,,30+ years,25 Years Experience
400436,Total Towers,,23,
400436,Rera Number,Not Found,,UPRERAAGT10119
400534,Name,Embassy Grove,Amolik Aster Woods,Amolik Aster Woods
400534,Location,"No. 34 and 34 / 1 Rustumbagh Main Road, Kodihalli, Bangalore East , Bangalore","Sector 98, Faridabad","Sector 98, Faridabad"
400534,Builder Name,REDUNDANT,Amolik Group,Amolik Group
400534,Price Range,10.75 Cr - 12.67 Cr,6.87 Cr,Rs63.45 Lac - 1.21 Cr
400534,Price per Sq.Ft,,Rs 6105,
400534,BHK,0,3 BHK Plots,Ask for Details
400534,Property Type,,Residential Plot,
400534,Project Status,,Under Construction,Ready to Move
400534,Launch Date,"Jun, 2013 Avg. Price: 22.4 K - 24.78 K/sq.ft",1-Nov-22,Ask for Details
400534,Possession Date,0,1-Sep-27,Ask for Details
400534,Total Units,,,598 units
400534,Project Size (Acres),8 Acres,30 Acre,30 Acres
400534,Amenities Count,,0,
400534,USP,"Property Location No. 34 and 34 / 1 Rustumbagh Main Road, Kodihalli, Bangalore East , Bangalore Around This Project School Air Force School ASTE 7 mins (4.2 km) Hospital Cloudnine Hospital - Old Airport Road 6 mins (3.9 km) Swami Vivekananda Road Metro Station View more on Maps",,
400534,Builder Experience,,20 Years,
400534,Total Towers,,,
400534,Rera Number,PRM/KA/RERA/1251/446/PR/171019/000614,,660/2017/307
400534,Name,Embassy Grove,Amolik Aster Woods,Amolik Aster Woods
400534,Location,"No. 34 and 34 / 1 Rustumbagh Main Road, Kodihalli, Bangalore East , Bangalore","Sector 98, Faridabad","Sector 98, Faridabad"
400534,Builder Name,REDUNDANT,Amolik Group,Amolik Group
400534,Price Range,10.75 Cr - 12.67 Cr,6.87 Cr,Rs63.45 Lac - 1.21 Cr
400534,Price per Sq.Ft,,Rs 6105,
400534,BHK,0,3 BHK Plots,Ask for Details
400534,Property Type,,Residential Plot,
400534,Project Status,,Under Construction,Ready to Move
400534,Launch Date,"Jun, 2013 Avg. Price: 22.4 K - 24.78 K/sq.ft",1-Nov-22,Ask for Details
400534,Possession Date,0,1-Sep-27,Ask for Details
400534,Total Units,,,598 units
400534,Project Size (Acres),8 Acres,30 Acre,30 Acres
400534,Amenities Count,,0,
400534,USP,"Property Location No. 34 and 34 / 1 Rustumbagh Main Road, Kodihalli, Bangalore East , Bangalore Around This Project School Air Force School ASTE 7 mins (4.2 km) Hospital Cloudnine Hospital - Old Airport Road 6 mins (3.9 km) Swami Vivekananda Road Metro Station View more on Maps",,
400534,Builder Experience,,20 Years,
400534,Total Towers,,,
400534,Rera Number,PRM/KA/RERA/1251/446/PR/171019/000614,,660/2017/307
400534,Name,Embassy Grove,Amolik Aster Woods,Amolik Aster Woods
400534,Location,"No. 34 and 34 / 1 Rustumbagh Main Road, Kodihalli, Bangalore East , Bangalore","Sector 98, Faridabad","Sector 98, Faridabad"
400534,Builder Name,REDUNDANT,Amolik Group,Amolik Group
400534,Price Range,10.75 Cr - 12.67 Cr,,Rs63.45 Lac - 1.21 Cr
400534,Price per Sq.Ft,,Rs 6105,
400534,BHK,0,3 BHK Plots,Ask for Details
400534,Property Type,,,
400534,Project Status,,,Ready to Move
400534,Launch Date,"Jun, 2013 Avg. Price: 22.4 K - 24.78 K/sq.ft",,Ask for Details
400534,Possession Date,0,,Ask for Details
400534,Total Units,,,598 units
400534,Project Size (Acres),8 Acres,30 Acre,30 Acres
400534,Amenities Count,,0,
400534,USP,"Property Location No. 34 and 34 / 1 Rustumbagh Main Road, Kodihalli, Bangalore East , Bangalore Around This Project School Air Force School ASTE 7 mins (4.2 km) Hospital Cloudnine Hospital - Old Airport Road 6 mins (3.9 km) Swami Vivekananda Road Metro Station View more on Maps",,
400534,Builder Experience,,20 Years,
400534,Total Towers,,,
400534,Rera Number,PRM/KA/RERA/1251/446/PR/171019/000614,,660/2017/307
400534,Name,Embassy Grove,Amolik Aster Woods,Amolik Aster Woods
400534,Location,"No. 34 and 34 / 1 Rustumbagh Main Road, Kodihalli, Bangalore East , Bangalore","Sector 98, Faridabad","Sector 98, Faridabad"
400534,Builder Name,REDUNDANT,Amolik Group,Amolik Group
400534,Price Range,10.75 Cr - 12.67 Cr,,Rs63.45 Lac - 1.21 Cr
400534,Price per Sq.Ft,,Rs 6105,
400534,BHK,0,3 BHK Plots,Ask for Details
400534,Property Type,,,
400534,Project Status,,,Ready to Move
400534,Launch Date,"Jun, 2013 Avg. Price: 22.4 K - 24.78 K/sq.ft",,Ask for Details
400534,Possession Date,0,,Ask for Details
400534,Total Units,,,598 units
400534,Project Size (Acres),8 Acres,30 Acre,30 Acres
400534,Amenities Count,,0,
400534,USP,"Property Location No. 34 and 34 / 1 Rustumbagh Main Road, Kodihalli, Bangalore East , Bangalore Around This Project School Air Force School ASTE 7 mins (4.2 km) Hospital Cloudnine Hospital - Old Airport Road 6 mins (3.9 km) Swami Vivekananda Road Metro Station View more on Maps",,
400534,Builder Experience,,20 Years,
400534,Total Towers,,,
400534,Rera Number,PRM/KA/RERA/1251/446/PR/171019/000614,,660/2017/307
400534,Name,Embassy Grove,Amolik Aster Woods,Amolik Aster Woods
400534,Location,"No. 34 and 34 / 1 Rustumbagh Main Road, Kodihalli, Bangalore East , Bangalore","Sector 98, Faridabad","Sector 98, Faridabad"
400534,Builder Name,REDUNDANT,Amolik Group,Amolik Group
400534,Price Range,10.75 Cr - 12.67 Cr,6.87 Cr,Rs63.45 Lac - 1.21 Cr
400534,Price per Sq.Ft,,Rs 6105,
400534,BHK,0,3 BHK Plots,Ask for Details
400534,Property Type,,Residential Plot,
400534,Project Status,,Under Construction,Ready to Move
400534,Launch Date,"Jun, 2013 Avg. Price: 22.4 K - 24.78 K/sq.ft",1-Nov-22,Ask for Details
400534,Possession Date,0,1-Sep-27,Ask for Details
400534,Total Units,,,598 units
400534,Project Size (Acres),8 Acres,30 Acre,30 Acres
400534,Amenities Count,,0,
400534,USP,"Property Location No. 34 and 34 / 1 Rustumbagh Main Road, Kodihalli, Bangalore East , Bangalore Around This Project School Air Force School ASTE 7 mins (4.2 km) Hospital Cloudnine Hospital - Old Airport Road 6 mins (3.9 km) Swami Vivekananda Road Metro Station View more on Maps",,
400534,Builder Experience,,20 Years,
400534,Total Towers,,,
400534,Rera Number,PRM/KA/RERA/1251/446/PR/171019/000614,,660/2017/307
400534,Name,Embassy Grove,Amolik Aster Woods,Amolik Aster Woods
400534,Location,"No. 34 and 34 / 1 Rustumbagh Main Road, Kodihalli, Bangalore East , Bangalore","Sector 98, Faridabad","Sector 98, Faridabad"
400534,Builder Name,REDUNDANT,Amolik Group,Amolik Group
400534,Price Range,10.75 Cr - 12.67 Cr,6.87 Cr,Rs63.45 Lac - 1.21 Cr
400534,Price per Sq.Ft,,Rs 6105,
400534,BHK,0,3 BHK Plots,Ask for Details
400534,Property Type,,Residential Plot,
400534,Project Status,,Under Construction,Ready to Move
400534,Launch Date,"Jun, 2013 Avg. Price: 22.4 K - 24.78 K/sq.ft",1-Nov-22,Ask for Details
400534,Possession Date,0,1-Sep-27,Ask for Details
400534,Total Units,,,598 units
400534,Project Size (Acres),8 Acres,30 Acre,30 Acres
400534,Amenities Count,,0,
400534,USP,"Property Location No. 34 and 34 / 1 Rustumbagh Main Road, Kodihalli, Bangalore East , Bangalore Around This Project School Air Force School ASTE 7 mins (4.2 km) Hospital Cloudnine Hospital - Old Airport Road 6 mins (3.9 km) Swami Vivekananda Road Metro Station View more on Maps",,
400534,Builder Experience,,20 Years,
400534,Total Towers,,,
400534,Rera Number,PRM/KA/RERA/1251/446/PR/171019/000614,,660/2017/307
400534,Name,Embassy Grove,Amolik Aster Woods,Amolik Aster Woods
400534,Location,"No. 34 and 34 / 1 Rustumbagh Main Road, Kodihalli, Bangalore East , Bangalore","Sector 98, Faridabad","Sector 98, Faridabad"
400534,Builder Name,REDUNDANT,Amolik Group,Amolik Group
400534,Price Range,10.75 Cr - 12.67 Cr,,Rs63.45 Lac - 1.21 Cr
400534,Price per Sq.Ft,,Rs 6105,
400534,BHK,0,3 BHK Plots,Ask for Details
400534,Property Type,,,
400534,Project Status,,,Ready to Move
400534,Launch Date,"Jun, 2013 Avg. Price: 22.4 K - 24.78 K/sq.ft",,Ask for Details
400534,Possession Date,0,,Ask for Details
400534,Total Units,,,598 units
400534,Project Size (Acres),8 Acres,30 Acre,30 Acres
400534,Amenities Count,,0,
400534,USP,"Property Location No. 34 and 34 / 1 Rustumbagh Main Road, Kodihalli, Bangalore East , Bangalore Around This Project School Air Force School ASTE 7 mins (4.2 km) Hospital Cloudnine Hospital - Old Airport Road 6 mins (3.9 km) Swami Vivekananda Road Metro Station View more on Maps",,
400534,Builder Experience,,20 Years,
400534,Total Towers,,,
400534,Rera Number,PRM/KA/RERA/1251/446/PR/171019/000614,,660/2017/307
400534,Name,Embassy Grove,Amolik Aster Woods,Amolik Aster Woods
400534,Location,"No. 34 and 34 / 1 Rustumbagh Main Road, Kodihalli, Bangalore East , Bangalore","Sector 98, Faridabad","Sector 98, Faridabad"
400534,Builder Name,REDUNDANT,Amolik Group,Amolik Group
400534,Price Range,10.75 Cr - 12.67 Cr,,Rs63.45 Lac - 1.21 Cr
400534,Price per Sq.Ft,,Rs 6105,
400534,BHK,0,3 BHK Plots,Ask for Details
400534,Property Type,,,
400534,Project Status,,,Ready to Move
400534,Launch Date,"Jun, 2013 Avg. Price: 22.4 K - 24.78 K/sq.ft",,Ask for Details
400534,Possession Date,0,,Ask for Details
400534,Total Units,,,598 units
400534,Project Size (Acres),8 Acres,30 Acre,30 Acres
400534,Amenities Count,,0,
400534,USP,"Property Location No. 34 and 34 / 1 Rustumbagh Main Road, Kodihalli, Bangalore East , Bangalore Around This Project School Air Force School ASTE 7 mins (4.2 km) Hospital Cloudnine Hospital - Old Airport Road 6 mins (3.9 km) Swami Vivekananda Road Metro Station View more on Maps",,
400534,Builder Experience,,20 Years,
400534,Total Towers,,,
400534,Rera Number,PRM/KA/RERA/1251/446/PR/171019/000614,,660/2017/307
401902,Name,,Bhagwati Elysia,Bhagwati Elysia
401902,Location,,"Pushpak Nagar, Navi Mumbai","Ulwe, Navi Mumbai"
401902,Builder Name,,Bhagwati Group,Bhagwati Group
401902,Price Range,,Rs 46.4 Lac - Rs 68.0 Lac,Rs40.08 Lac - 96.79 Lac
401902,Price per Sq.Ft,,,"Rs6,806 Per Sq. Ft"
401902,BHK,,"1,2 BHK Flats","1, 2, 3 BHK"
401902,Property Type,,Flat,
401902,Project Status,,Under Construction,Mid Stage
401902,Launch Date,,,Ask for Details
401902,Possession Date,,1-Apr-25,Ask for Details
401902,Total Units,,,446 units
401902,Project Size (Acres),,,0.81 Acres
401902,Amenities Count,,0,
401902,USP,,,"Strategically located near JNPT Road and Uran Panvel Road, Ulwe.,RERA approved residential project with two separate registrations.,Experience a healthy lifestyle with in-house gymnasium facility.,Enjoy seamless living with 24x7 power backup system.,Well-appointed master bedrooms with oil-bound distemper walls and vitrified tiles flooring.,Unwind in a thoughtfully designed residential space in Ulwe."
401902,Builder Experience,,23+ years,17 Years Experience
401902,Total Towers,,,
401902,Rera Number,,,A51800000454
401902,Name,,Bhagwati Elysia,Bhagwati Elysia
401902,Location,,"Pushpak Nagar, Navi Mumbai","Ulwe, Navi Mumbai"
401902,Builder Name,,Bhagwati Group,Bhagwati Group
401902,Price Range,,Rs 46.4 Lac - Rs 68.0 Lac,Rs40.08 Lac - 96.79 Lac
401902,Price per Sq.Ft,,,"Rs6,806 Per Sq. Ft"
401902,BHK,,"1,2 BHK Flats","1, 2, 3 BHK"
401902,Property Type,,Flat,
401902,Project Status,,Under Construction,Mid Stage
401902,Launch Date,,,Ask for Details
401902,Possession Date,,1-Apr-25,Ask for Details
401902,Total Units,,,446 units
401902,Project Size (Acres),,,0.81 Acres
401902,Amenities Count,,0,
401902,USP,,,"Strategically located near JNPT Road and Uran Panvel Road, Ulwe.,RERA approved residential project with two separate registrations.,Experience a healthy lifestyle with in-house gymnasium facility.,Enjoy seamless living with 24x7 power backup system.,Well-appointed master bedrooms with oil-bound distemper walls and vitrified tiles flooring.,Unwind in a thoughtfully designed residential space in Ulwe."
401902,Builder Experience,,23+ years,17 Years Experience
401902,Total Towers,,,
401902,Rera Number,,,A51800000454
401902,Name,,Bhagwati Elysia,Bhagwati Elysia
401902,Location,,"Pushpak Nagar, Navi Mumbai","Ulwe, Navi Mumbai"
401902,Builder Name,,Bhagwati Group,Bhagwati Group
401902,Price Range,,Rs 46.4 Lac - Rs 68.0 Lac,Rs40.08 Lac - 96.79 Lac
401902,Price per Sq.Ft,,,"Rs6,806 Per Sq. Ft"
401902,BHK,,"1,2 BHK Flats","1, 2, 3 BHK"
401902,Property Type,,Flat,
401902,Project Status,,Under Construction,Mid Stage
401902,Launch Date,,,Ask for Details
401902,Possession Date,,01 April 2025,Ask for Details
401902,Total Units,,,446 units
401902,Project Size (Acres),,,0.81 Acres
401902,Amenities Count,,0,
401902,USP,,,"Strategically located near JNPT Road and Uran Panvel Road, Ulwe.,RERA approved residential project with two separate registrations.,Experience a healthy lifestyle with in-house gymnasium facility.,Enjoy seamless living with 24x7 power backup system.,Well-appointed master bedrooms with oil-bound distemper walls and vitrified tiles flooring.,Unwind in a thoughtfully designed residential space in Ulwe."
401902,Builder Experience,,23+ years,17 Years Experience
401902,Total Towers,,,
401902,Rera Number,,,A51800000454
401902,Name,,Bhagwati Elysia,Bhagwati Elysia
401902,Location,,"Pushpak Nagar, Navi Mumbai","Ulwe, Navi Mumbai"
