XID,Phase,Data Point,Housing,MagicBricks,SquareYards
404456,1,Amenities,Internet / Wi-Fi Reflexology Park Skating Rink Swimming Pool Landscaping & Tree Planting Table Tennis Mini Theatre Gymnasium Flower Garden Concierge Service Car Parking 24X7 Water Supply Jogging Track Street Lighting Gated Community Indoor Games Sports Facility Lawn Tennis Court Party Lawn Club House Children's Play Area Doctor on call Entrance Lobby Salon Yoga / Meditation Area Bar/Chill-out Lounge Lift(s) Badminton Court 24x7 CCTV Surveillance Basketball Court Paved Compound Banquet Hall Library Laundromat 24x7 Security Less Source_URL: https://housing.com/in/buy/projects/page/294013-signature-global-city-93-by-signature-global-builders-pvt-ltd-in-sector-93 Extraction_Date: 2025-04-02 01:16:31  Processing URL 900/5207: https://housing.com/in/buy/projects/page/299018-asvi-golden-feet-by-asvi-infrastructures-private-limited-in-balaji-colony,"Club House, Jogging and Strolling Track, Power Back Up, Swimming Pool, Lift, Security, Park, Reserved Parking, Visitor Parking, CCTV Camera, Kids play area, Curated Garden",
404456,1,Launch Date,"Feb, 2023 Avg. Price: 11.31 K/sq.ft",01 January 2023,Ask for Details
404456,1,Possession Date,"Aug, 2026",01 November 2027,Ask for Details
404772,1,Name,Central Park The Orchard,Central Park The Orchard,Central Park The Orchard
404772,1,Location,"Sector 32, Gurgaon","Sector 32 Sohna, Gurgaon","Sohna Sector 33, Gurgaon"
404772,1,Builder Name,CENTRAL PARK,Central Park,Central Park Group
404772,1,Price Range,4.0 Cr,,Rs4.26 Cr - 8.30 Cr
404772,1,Price per Sq.Ft,,Rs 15500,"Rs20,000 Per Sq. Ft"
404772,1,BHK,"3, 4 BHK Apartments","3 BHK Flat, Builder Floors","3, 4 BHK"
404772,1,Property Type,,,
404772,1,Project Status,,,Under Construction
404772,1,Launch Date,"Jan, 2023 Avg. Price: 18.79 K/sq.ft",,Ask for Details
404772,1,Possession Date,"Mar, 2026",,Ask for Details
404772,1,Total Units,,901.0,284 units
404772,1,Project Size (Acres),0,4 Acre,4.12 Acres
404772,1,Amenities Count,,0.0,
404772,1,USP,Why Central Park The Orchard? Home automation with a centralized music system featuring a smart home concept and hidden speakers. Green-facing apartments offering a dust-free environment. VRV/VRFT air conditioning units equipped with air purification systems. Electric vehicle charging points available in the stilt area. View More Highlights,Luxurious Interior Finishes | Fully Fitted Kitchen with High-end Appliance | Car Parking | 24*7 Power Backup | Classy Amenities | 5-10 Min Drive to Multiple International School,
404772,1,Builder Experience,,27+ years,13 Years Experience
404772,1,Total Towers,,,
404772,1,Rera Number,Not Found,,660/2017/307
404772,1,Specifications,,"Entrance Lobby
Walls / Ceiling: Plastic emulsion paint
False Ceiling: POP false ceiling
Floors: Italian marble flooring
Doors: Hardwood door frame &amp; door shutter
Living
Walls/Ceiling: Plastic emulsion paint
False Ceiling: POP false ceiling
Floors: Italian marble flooring
Windows: UPVC/Aluminium double glass unit (DGI)/door/windowwith toughened glass
Kitchen
Walls: 2'-0"" high marble/quartz/tiles above counter/plastic emulsion paint/cabients
Ceilings: Plastic emulsion paint
False Ceiling: POP false ceiling
Cabinetry: Washing machine, refrigerator, dishwasher, microwave, chimney &amp; hub, geyser and exhaust fax
Floors: Italian marble flooring
Bedroom
Walls: Plastic emulsion paint
False Ceiling: POP false ceiling
Floors: Italian marble flooring
Doors: Hard wood door frame shutter
Windows: UPVC/Aluminium double glass unit (DGU)/Door/Window with toughened glas
Toilet
Walls: Full hight marble upto false ceiling
Ceilings: Plastic emulsion paint
False Ceiling: POP false ceiling
Floors: Italian marble flooring
Door Door: shutter
Others: 1. Vanity with counter, 2. CP and sanitary fittings, 3. Pre heated flooring in all washroom (only on request), 4. Shower cubicles
Balcony
Walls: Texture paint
Ceilings: Oil bound distemper
Floors: Anti skid vitrified tiles
Others: MS railing with wooden handrail
External Facade
Walls: Texture paint
Electrical
Modular switches and sockets copper wiring, an exhaust system in kitchen and toilets
Air Conditioning System
Air conditioning units of adequate capacities with air purification systems/VRV/VRFT/ with purification system
Security
Multi-tiers Security System I/C CCTV brands like Panasonic/Honeywell/Hikvision/CP plus or equivalent in Lift Lobby
Door Hardware
Premium locks with handles
Elevators
High speed elevators of brands like Mitsubishi/Fuji/Hitachi or equivalent
General
Panic button in the master bedroom
Front door 8' height door (teakwood) with brass handle, wardrobes in all bedrooms
One digital lock at the entrance, a video door phone
Fully done-up kitchen with equipments (premium brands) Siemens, Miele or equivalent
Jaquar, TOTO, Grohe or equivalent with wall mounted 4 fixtures in master toilet
NERI lights in the Central Park area
Club has lawn tennis, covered badminton court, squash court, SPA, saloon, restaurant, gym, swimming pool
Lift - Mitsubishi or equivalent
Electric vehicle charging points in the stilt area
Full height window
Servant rooms with AC
Balcony doors would be slider with slider net at both balconies/double glazed doors
Centralized music system with smart home concept and hidden speakers (premium brands)
Front balconies have company fitted lights to have symmetry
Legrand, GM or equivalent switches
Home Automation
Duplex - Jacuzzi &amp; Michael Angelo Marble","Master Bedroom-Walls: Plastic Emulsion; Master Bedroom-Flooring: Italian/Imported Marble; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Italian/Imported Marble; Walls: Plastic Emulsion; Living Area-Flooring: Italian/Imported Marble; Ceilings: PoP Design / Punning; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Refrigrator, Microwave; Bathroom: Jacuzzi, Shower Panel, Geyser, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure"
404772,1,Amenities,Entrance Lobby Closed Car Parking Yoga / Meditation Area Cricket Pitch Volleyball Court Basketball Court Indoor Games Badminton Court Source_URL: https://housing.com/in/buy/projects/page/293320-central-park-the-orchard-by-central-park-in-sector-32-sohna Extraction_Date: 2025-04-01 14:53:01  Processing URL 96/5207: https://housing.com/in/buy/projects/page/283096-luxurio-75-residences-by-shree-kamala-estates-llp-in-kondapur,,
404772,1,Price Range,4.0 Cr,3.39 Cr,Rs4.26 Cr - 8.30 Cr
404772,1,Property Type,,"Flat, Builder Floor",
404772,1,Project Status,,Under Construction,Under Construction
404772,1,Launch Date,"Jan, 2023 Avg. Price: 18.79 K/sq.ft",1-Feb-23,Ask for Details
404772,1,Possession Date,"Mar, 2026",1-Mar-26,Ask for Details
404772,1,Amenities Count,,13.0,
404772,1,Total Towers,,5,
404772,1,Amenities,Entrance Lobby Closed Car Parking Yoga / Meditation Area Cricket Pitch Volleyball Court Basketball Court Indoor Games Badminton Court Source_URL: https://housing.com/in/buy/projects/page/293320-central-park-the-orchard-by-central-park-in-sector-32-sohna Extraction_Date: 2025-04-01 14:53:01  Processing URL 96/5207: https://housing.com/in/buy/projects/page/283096-luxurio-75-residences-by-shree-kamala-estates-llp-in-kondapur,"Club House, Power Back Up, Lift, Security, Park, Gymnasium, AEROBICS ROOM, Water Storage, Fingerprint Access, Large Open space, Grand Entrance lobby, Kids play area, Fire Fighting Equipment",
405181,1,Name,M3M Golf Hills,M3M Golf Hills Phase 1,M3M Golf Hills
405181,1,Location,"Sector 79, New Gurgaon, Gurgaon","Sector 79, Gurgaon","Sector 79, Gurgaon"
405181,1,Builder Name,M3M INDIA PVT. LTD.,M3M India Pvt. Ltd.,M3M
405181,1,Price Range,2.08 Cr - 3.94 Cr,4.90 Cr,Rs3.67 Cr - 4.36 Cr
405181,1,Price per Sq.Ft,,Rs 8745,"Rs16,250 Per Sq. Ft"
405181,1,BHK,"2, 3, 3.5, 4, 4.5 BHK Apartments","2,3,4,5 BHK Flat, Penthouses","3, 4 BHK"
405181,1,Property Type,,"Flat, Penthouse",
405181,1,Project Status,,Under Construction,Under Construction
405181,1,Launch Date,"Apr, 2023 Avg. Price: 14.68 K/sq.ft",1-Jul-23,Ask for Details
405181,1,Possession Date,"Feb, 2031",1-Feb-31,Ask for Details
405181,1,Total Units,,1309.0,1899 units
405181,1,Project Size (Acres),54 Acres (85% open),53 Acre,53.38 Acres
405181,1,Amenities Count,,36.0,
405181,1,USP,"Why M3M Golf Hills? Modular Kitchen with European styled cabinetry Modern amenities like a Golf Course, Skating Rink, and Lawn Tennis Court Under a 5 km radius of Rampura Chowk Bus Stop Morning walk on the rooftop with jogging track Mount Olympus School (600 m) and N.S.G Ankur School (2.5 km) are nearby View More Highlights","Modern Clubhouse | Golf and Aravali Facing Towers | Morning walk on the rooftop with jogging track | Proximity to top-notch educational & medical facilities | A distinguished neighbourhood of residential & retail development | Energy efficient VRV/VRF Air conditioned apartments | Modular Kitchen with European styled cabinetry | Double glazing for energy saving and peaceful living | Italian Marble Flooring | 5 minutes from NH-8 | Upcoming public transportation systems such as ISBT, RRTS, etc. | Near to Prominent educational institutions like DPS, Government Polytechnic Manesar, and Amity University | 25 Mint from IGI Airport | Direct connectivity to Southern Peripheral Road | Near to recreation like Jungle Safari Trails, Golden Greens Golf & Retorts Ltd. | Near to Prominent health institutions like Polaris hospital, VPS Rockland Hospital | Easy connectivity with KMP Expressway, Dwarka Expressway","The Aravalli foothills surround this project,Well-connected with Western Peripheral Expressway,Absolutely accessible from Dwarka Expressway,Only about 6 kilometres away from IGI Airport,Spread over 53.38 acres with plenty of open spaces and expertly planned units,Provides 3 and 4 BHK layouts between 2,260 sq. ft. and 2,685 sq. ft.,Constructed by M3M, which has a good history of delivering quality ventures,Placed amidst multiple shopping facilities and entertainment hubs, for an enriched life quotient,Boasts a 9-hole golf club and a clubhouse, affording residents world-class recreational amenities"
405181,1,Builder Experience,,15+ years,12 Years Experience
405181,1,Total Towers,,11,
405181,1,Rera Number,RERA-GRG-PROJ-1331-2023,,660/2017/307
405181,1,Specifications,,"Floor & Counter
Living/Dining
Vitrified Tiles
Master Bedroom
Italian Marble
Other Bedroom
Italian Marble
Kitchen
Italian Marble
Toilets
Italian Marble
Balcony
Anti Skid Tiles → Floor & Counter → Living/Dining
Vitrified Tiles
Master Bedroom
Italian Marble
Other Bedroom
Italian Marble
Kitchen
Italian Marble
Toilets
Italian Marble
Balcony
Anti Skid Tiles
Floor & Counter
Living/Dining
Vitrified Tiles
Master Bedroom
Italian Marble
Other Bedroom
Italian Marble
Kitchen
Italian Marble
Toilets
Italian Marble
Balcony
Anti Skid Tiles → Living/Dining
Vitrified Tiles
Master Bedroom
Italian Marble
Other Bedroom
Italian Marble
Kitchen
Italian Marble
Toilets
Italian Marble
Balcony
Anti Skid Tiles → Living/Dining
Vitrified Tiles
Master Bedroom
Italian Marble
Other Bedroom
Italian Marble
Kitchen
Italian Marble
Toilets
Italian Marble
Balcony
Anti Skid Tiles
Floor & Counter
Living/Dining
Vitrified Tiles
Master Bedroom
Italian Marble
Other Bedroom
Italian Marble
Kitchen
Italian Marble
Toilets
Italian Marble
Balcony
Anti Skid Tiles → Living/Dining
Vitrified Tiles → Master Bedroom
Italian Marble
Floor & Counter
Living/Dining
Vitrified Tiles
Master Bedroom
Italian Marble
Other Bedroom
Italian Marble
Kitchen
Italian Marble
Toilets
Italian Marble
Balcony
Anti Skid Tiles → Other Bedroom
Italian Marble → Kitchen
Italian Marble
Floor & Counter
Living/Dining
Vitrified Tiles
Master Bedroom
Italian Marble
Other Bedroom
Italian Marble
Kitchen
Italian Marble
Toilets
Italian Marble
Balcony
Anti Skid Tiles → Toilets
Italian Marble → Balcony
Anti Skid Tiles
Floor & Counter
Living/Dining
Vitrified Tiles
Master Bedroom
Italian Marble
Other Bedroom
Italian Marble
Kitchen
Italian Marble
Toilets
Italian Marble
Balcony
Anti Skid Tiles → Fitting
Toilets
Branded CP Fittings & Sanitary Ware, Anti-Skid Tiles
Kitchen
Modular Kitchen with Stainless Steel Sink
Doors
Flush Door → Fitting
Floor & Counter
Living/Dining
Vitrified Tiles
Master Bedroom
Italian Marble
Other Bedroom
Italian Marble
Kitchen
Italian Marble
Toilets
Italian Marble
Balcony
Anti Skid Tiles → Toilets
Branded CP Fittings & Sanitary Ware, Anti-Skid Tiles
Kitchen
Modular Kitchen with Stainless Steel Sink
Doors
Flush Door → Toilets
Branded CP Fittings & Sanitary Ware, Anti-Skid Tiles
Kitchen
Modular Kitchen with Stainless Steel Sink
Doors
Flush Door
Floor & Counter
Living/Dining
Vitrified Tiles
Master Bedroom
Italian Marble
Other Bedroom
Italian Marble
Kitchen
Italian Marble
Toilets
Italian Marble
Balcony
Anti Skid Tiles → Toilets
Branded CP Fittings & Sanitary Ware, Anti-Skid Tiles
Kitchen
Modular Kitchen with Stainless Steel Sink
Doors
Flush Door → Toilets
Branded CP Fittings & Sanitary Ware, Anti-Skid Tiles
Floor & Counter
Living/Dining
Vitrified Tiles
Master Bedroom
Italian Marble
Other Bedroom
Italian Marble
Kitchen
Italian Marble
Toilets
Italian Marble
Balcony
Anti Skid Tiles → Kitchen
Modular Kitchen with Stainless Steel Sink → Doors
Flush Door
Floor & Counter
Living/Dining
Vitrified Tiles
Master Bedroom
Italian Marble
Other Bedroom
Italian Marble
Kitchen
Italian Marble
Toilets
Italian Marble
Balcony
Anti Skid Tiles → Wall & Ceiling
Interior
Paint, Distemper
Exterior
Paint, Distemper
Kitchen
Ceramic Tiles Dado
Toilets
Ceramic Tiles Dado → Wall & Ceiling
Floor & Counter
Living/Dining
Vitrified Tiles
Master Bedroom
Italian Marble
Other Bedroom
Italian Marble
Kitchen
Italian Marble
Toilets
Italian Marble
Balcony
Anti Skid Tiles → Interior
Paint, Distemper
Exterior
Paint, Distemper
Kitchen
Ceramic Tiles Dado
Toilets
Ceramic Tiles Dado → Interior
Paint, Distemper
Exterior
Paint, Distemper
Kitchen
Ceramic Tiles Dado
Toilets
Ceramic Tiles Dado
Floor & Counter
Living/Dining
Vitrified Tiles
Master Bedroom
Italian Marble
Other Bedroom
Italian Marble
Kitchen
Italian Marble
Toilets
Italian Marble
Balcony
Anti Skid Tiles → Interior
Paint, Distemper
Exterior
Paint, Distemper
Kitchen
Ceramic Tiles Dado
Toilets
Ceramic Tiles Dado → Interior
Paint, Distemper
Floor & Counter
Living/Dining
Vitrified Tiles
Master Bedroom
Italian Marble
Other Bedroom
Italian Marble
Kitchen
Italian Marble
Toilets
Italian Marble
Balcony
Anti Skid Tiles → Exterior
Paint, Distemper → Kitchen
Ceramic Tiles Dado","Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure"
405181,1,Amenities,"Children's Play Area Amphitheater Salon Yoga / Meditation Area Cricket Pitch Tennis Court Spa Lift(s) Badminton Court 24x7 CCTV Surveillance Gymnasium Restaurant Jogging Track Basketball Court Gated Community Internal Roads & Footpaths Rain Water Harvesting Cafeteria Sewage Treatment Plant Club House Less Source_URL: https://housing.com/in/buy/projects/page/296234-m3m-golf-hills-by-m3m-india-pvt-ltd-in-sector-79, Extraction_Date: 2025-04-04 00:42:42  Processing URL 4075/5207: https://housing.com/in/buy/projects/page/299141-sowparnika-life-on-the-green-by-sowparnika-projects-infrastructure-private-limited-in-bidaraguppe,","Club House, Cycling & Jogging Track, Barbeque Pit, Power Back Up, Swimming Pool, Lift, Security, Park, Reserved Parking, Service/Goods Lift, Visitor Parking, Intercom Facility, Maintenance Staff, Bank & ATM, Gymnasium, Indoor Games Room, Rain Water Harvesting, Water Storage, Multipurpose Courts, Meditation Area, Vaastu Compliant, High Ceiling, Waste Disposal, Conference Room, Mini Cinema Theatre, Earth quake resistant, 3 Tier Security System, Large Open space, Guest lobby in each floor, CCTV Camera, Concierge Services, Kids play area, Cycling track, Half basketball court, Outdoor Tennis Courts, Fire Fighting Equipment",
405181,1,Price Range,2.08 Cr - 3.94 Cr,,Rs3.67 Cr - 4.36 Cr
405181,1,Property Type,,,
405181,1,Project Status,,,Under Construction
405181,1,Launch Date,"Apr, 2023 Avg. Price: 14.68 K/sq.ft",,Ask for Details
405181,1,Possession Date,"Feb, 2031",,Ask for Details
405181,1,Amenities Count,,0.0,
405181,1,Total Towers,,,
405181,1,Amenities,"Children's Play Area Amphitheater Salon Yoga / Meditation Area Cricket Pitch Tennis Court Spa Lift(s) Badminton Court 24x7 CCTV Surveillance Gymnasium Restaurant Jogging Track Basketball Court Gated Community Internal Roads & Footpaths Rain Water Harvesting Cafeteria Sewage Treatment Plant Club House Less Source_URL: https://housing.com/in/buy/projects/page/296234-m3m-golf-hills-by-m3m-india-pvt-ltd-in-sector-79, Extraction_Date: 2025-04-04 00:42:42  Processing URL 4075/5207: https://housing.com/in/buy/projects/page/299141-sowparnika-life-on-the-green-by-sowparnika-projects-infrastructure-private-limited-in-bidaraguppe,",,
405502,1,Name,VVIP Namah,VVIP Namah,VVIP Namah
405502,1,Location,"Delhi Meerut Expressway, NH - 24 Ghaziabad, Ghaziabad","NH 24, Ghaziabad","Mahurali, Ghaziabad"
405502,1,Builder Name,VVIP,VVIP Group,VVIP
405502,1,Price Range,1.42 Cr - 2.7 Cr,,Rs1.47 Cr - 2.95 Cr
405502,1,Price per Sq.Ft,,Rs 4591,
405502,1,BHK,"3, 3.5, 4 BHK Apartments","3,4 BHK Flats","3, 4 BHK"
405502,1,Property Type,,,
405502,1,Project Status,,,Under Construction
405502,1,Launch Date,"Aug, 2023 Avg. Price: 8.7 K/sq.ft",,Ask for Details
405502,1,Possession Date,"Dec, 2027",,Ask for Details
405502,1,Total Units,,293.0,463 units
405502,1,Project Size (Acres),2.5 Acres,2 Acre,2.15 Acres
405502,1,Amenities Count,,27.0,
405502,1,USP,Why VVIP Namah? Water features with fountain Rajasthani fort exterior Wave effect Swimming pool Refreshment bar Terrace with cafes and exotic landscape View More Highlights,"Lush Green Anti-Pollution Environment | Scenic Beauty and Overwhelming Ambience | Access to the Premium Club House | Sports like Badminton, Swimming, Tennis | Commute Free Environment Plan of the Project | 5 mins to Metro Station | Fine approach to the Public Transportation like Metro | Easy proximity towards the Hindon Airport | Commute Free Environment Plan of the Project | Situated Right on NH-24 | With 15 minutes drive to Hindon Airport | 10 mins to Metro Station | Easily accessible to various National highways from Delhi and Noida","Tranquil living amidst nature charm in Mahurali, Ghaziabad,Strategically located on NH 24DelhiLucknow and Hapur Road Old NH 24,Experience luxurious 3, 4 BHK apartments with acrylic emulsion walls,Avail power backup and prioritize your work-life balance,Stay fit and healthy with a fully-equipped gymnasium at your disposal,Discover your dream home with RERA-approved project (UPRERAPRJ576907)"
