XID,URL,Project Name,Phase,Location,Price Range,Price per Sqft,Project Status,Configurations,Unit Sizes,Builder,Total Number of Units,Project Size,Launch Date,Completion Date,Locality,Micro Market,USP,Builder URL,Builder Experience,Ongoing Projects,Past Projects,RERA Number,Specifications,Sports Amenities,Convenience Amenities,Safety Amenities,Environment Amenities,Leisure Amenities
427906,https://www.squareyards.com/gurgaon-residential-property/sobha-altus/249540/project,Sobha Altus,Square Yards  Phase 1,"Sector 106, Gurgaon",Rs1.60 Cr - 9.23 Cr,"Rs23,588 Per Sq. Ft",New Launch,"3, 4 BHK",678 Sq. Ft to 3914 Sq. Ft (Saleable),Sobha,293 units,5.51 Acres,Ask for Details,Ask for Details,Sector 106,Dwarka Expressway,"Sobha Altus: Strategically located near Old Delhi Gurgaon Road.,Effortless connectivity to Dwarka Expressway for smooth travel.,Stay active and healthy at the on-site gym and sports facilities.,Enjoy seamless living with 24/7 power backup.,Experience luxurious living at an affordable price point.,Master bedrooms feature luxurious oil bound distemper finishing.,Latest vitrified tiles flooring in master bedrooms.,Provides 3 BHK (3045–3231 sq. ft.), 4 BHK (3914 sq. ft.), and studio apartments (678–735 sq. ft.),Boasts a 46,080 sq. ft. clubhouse, temperature-regulated indoor swimming pool, co-working areas, and indoor games lounge.,Wrap-around greens and green landscaped areas complement the living atmosphere,Developed by Sobha with a reputation of completing 185 projects with 10 under execution",https://www.squareyards.com/sobha-projects/104/builder,24 Years Experience,17,179,660/2017/307,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Fittings & Fixtures: Wardrobes; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen; Bathroom: Shower Panel, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Heated Swimming Pool,Power Backup; AC Waiting Lobby; Treated Water Supply; High Speed Elevators; Guest House; 24*7 Water Supply; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area; IGBC Certified Building,Cafe / Coffee Bar; Massage Room; Sauna; Party Hall; Indoor Games; Spa; Luxurious Clubhouse
26134,https://www.squareyards.com/gurgaon-residential-property/bptp-amstoria-country-floor/226/project,BPTP Amstoria Country Floor,Square Yards  Phase 1,"Sector 102, Gurgaon",Rs2.55 Cr - 6.79 Cr,N/A,Ready to Move,"3, 4 BHK",2147 Sq. Ft to 5709 Sq. Ft (Saleable),BPTP,300 units,126 Acres,Ask for Details,"Jun 30, 2019",Sector 102,Dwarka Expressway,"Strategically located on Dwarka Expressway for seamless connectivity.,Premium apartments with modern Specifications and high-quality finishes.,Elegant master bedrooms with lush wooden flooring for the ultimate comfort.,Power backup and state-of-the-art gym facilities for a luxurious lifestyle.,Live in a serene environment with every modern comfort at arms length.,Ideal location in Sector 102, Gurgaon, for a superior quality of life.,Comprises various 3 BHK and 4 BHK independent floors,Project is ready to move-in, offering immediate possession to the buyers,Near Gurugram Global Heights School, Vibrant Hospital, and other eating and shopping venues,Ensures uninterrupted power supply for a comfortable living experience,Developed by BPTP, a well-established real estate company with a portfolio of 68 projects",https://www.squareyards.com/bptp-projects/24/builder,16 Years Experience,4,64,660/2017/307,Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Indoor Swimming Pool; Heated Swimming Pool; Gazebo,Power Backup; Restaurant; Treated Water Supply; 24*7 Water Supply,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Mini Theatre; Reading Room/Library; Party Hall; Amphitheater; Indoor Games; Spa; Luxurious Clubhouse
269936,https://www.squareyards.com/gurgaon-residential-property/central-park-flower-valley-aqua-front-towers/100364/project,Central Park Flower Valley Aqua Front Towers,Square Yards  Phase 1,"Sohna Sector 33, Gurgaon",Rs3.13 Cr - 4.55 Cr,"Rs17,500 Per Sq. Ft",Ready to Move,"3, 4 BHK",1789 Sq. Ft to 2600 Sq. Ft (Saleable),Central Park Group,766 units,11 Acres,Ask for Details,Ask for Details,Sohna Sector 33,Sohna,,https://www.squareyards.com/central-park-group-projects/21/builder,13 Years Experience,2,14,660/2017/307,"Master Bedroom-Walls: Plastic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Plastic Emulsion; Living Area-Flooring: Vitrified Tiles; Fittings & Fixtures: Split Air Conditioner; Kitchen-Equipments: Modular Kitchen; Bathroom: Shower Panel, Geyser, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Golf Putting,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area,Sauna; Party Hall; Clubhouse; Indoor Games; Spa; Jacuzzi
405529,https://www.squareyards.com/gurgaon-residential-property/navraj-the-antalyas/228575/project,Navraj The Antalyas,Square Yards  Phase 1,"Sector 37D, Gurgaon",Rs2.43 Cr - 2.81 Cr,"Rs11,750 Per Sq. Ft",Under Construction,"3, 4 BHK",2071 Sq. Ft to 2390 Sq. Ft (Saleable),Navraj Infratech,200 units,5.43 Acres,Ask for Details,Ask for Details,Sector 37D,Dwarka Expressway,,https://www.squareyards.com/navraj-infratech-projects/19313/builder,N/A,2,N/A,660/2017/307,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink,Power Backup; Restaurant; Treated Water Supply; Pet Area; 24*7 Water Supply; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Large Green Area,Cafe / Coffee Bar; Party Hall; Amphitheater; Indoor Games; Luxurious Clubhouse; Senior Citizen Area
400436,https://www.squareyards.com/noida-residential-property/ivory-county/231028/project,Ivory County,Square Yards  Phase 1,"Sector 115, Noida",Rs3.25 Cr - 11.11 Cr,"Rs16,000 Per Sq. Ft",Under Construction,"3, 4, 5 BHK",2034 Sq. Ft to 6943 Sq. Ft (Saleable),ABA County Group,2372 units,28 Acres,Ask for Details,Ask for Details,Sector 115,Noida Central,"Exclusive 3, 4, 5 BHK apartments near Noida Greater Noida Expressway,Ivory County offers unparalleled connectivity via Dadri Road and Golf Marg,Wide range of unit options starting from 2034 sqft to 6943 sqft,Experience Hassle-Free Living with dedicated Power Backup and Gymnasium,Tier-1 amenities and specifications including Master Bedroom with premium walls,Gated community with easy access to major highways and residential hubs,RERA approved projects with direct links to projects knowledge PDF",https://www.squareyards.com/aba-county-group-projects/179/builder,25 Years Experience,5,11,UPRERAAGT10119,"Master Bedroom-Walls: Others; Master Bedroom-Flooring: Laminated Wooden; Fittings & Fixtures: Wardrobes, VRV AC Fittings; Other Bedrooms-Flooring: Laminated Wooden; Walls: Others; Living Area-Flooring: Laminated Wooden; Kitchen-Equipments: Modular Kitchen; Structure: RCC Frame Structure",Gymnasium; Badminton Court(s); Tennis Court(s); Football; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Indoor Swimming Pool,Power Backup; Restaurant; Pre-School; Pet Area; Guest House; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Large Green Area; IGBC Certified Building,Cafe / Coffee Bar; Dance Room; Mini Theatre; Reading Room/Library; Party Hall; Cards Room; Clubhouse; Indoor Games; Conference Room; Spa; Luxurious Clubhouse
7662,https://www.squareyards.com/greater-noida-residential-property/paramount-golfforeste/1182/project,Paramount Golfforeste,Square Yards  Phase 1,"GN Sector Zeta I, Greater Noida",Rs21.00 Lac - 1.96 Cr,N/A,Ready to Move,"1, 2, 3, 4 BHK",435 Sq. Ft to 3008 Sq. Ft (Saleable),Paramount,3576 units,90 Acres,Ask for Details,Ask for Details,GN Sector Zeta I,Greater Noida West,,https://www.squareyards.com/paramount-projects/192/builder,23 Years Experience,15,N/A,UPRERAAGT10119,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen; Bathroom: Shower Panel, Geyser, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Golf Course,Power Backup; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area,Sauna; Party Hall; Indoor Games; Spa; Luxurious Clubhouse; Jacuzzi
123483,https://www.squareyards.com/greater-noida-residential-property/ace-divino/10048/project,Ace Divino,Square Yards  Phase 1,"Sector 1 Greater Noida, Greater Noida",Rs1.13 Cr - 3.35 Cr,"Rs12,000 Per Sq. Ft",Ready to Move,"2, 3, 4 BHK",945 Sq. Ft to 2790 Sq. Ft (Saleable),ACE,1572 units,10.41 Acres,Ask for Details,"Apr 10, 2023",Sector 1 Greater Noida,Greater Noida West,,https://www.squareyards.com/ace-projects/166/builder,14 Years Experience,5,13,UPRERAAGT10119,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Bathroom: Shower Panel, Geyser, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink,Power Backup; Restaurant; AC Waiting Lobby; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area,Cafe / Coffee Bar; Sauna; Party Hall; Amphitheater; Indoor Games; Spa; Luxurious Clubhouse; Jacuzzi; High Street Retail; Food Court; Senior Citizen Area
425712,https://www.squareyards.com/greater-noida-residential-property/ska-destiny-one/246909/project,SKA Destiny One,Square Yards  Phase 1,"Zeta I Greater Noida, Greater Noida",Rs1.66 Cr - 2.47 Cr,N/A,New Launch,"3, 4 BHK",1603 Sq. Ft to 2386 Sq. Ft (Saleable),SKA Group,645 units,6 Acres,Ask for Details,Ask for Details,Zeta I Greater Noida,Greater Noida East,,https://www.squareyards.com/ska-group-projects/9586/builder,N/A,5,1,UPRERAAGT10119,"Master Bedroom-Walls: Plastic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Plastic Emulsion; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Rappelling/Rock Climbing; Gazebo,Power Backup; AC Waiting Lobby; Treated Water Supply; High Speed Elevators; Pet Area; 24*7 Water Supply; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Solar Lighting; Large Green Area,Massage Room; Dance Room; Mini Theatre; Reading Room/Library; Sauna; Party Hall; Cards Room; Amphitheater; Indoor Games; Conference Room; Spa; Luxurious Clubhouse; Jacuzzi; Multiplex; Senior Citizen Area
430268,https://www.squareyards.com/navi-mumbai-residential-property/raheja-lunaris/306073/project,Raheja Lunaris,Square Yards  Phase 1,"Juinagar, Navi Mumbai",Rs1.12 Cr - 1.95 Cr,N/A,New Launch,2 BHK,452 Sq. Ft to 725 Sq. Ft (Carpet),Raheja Universal,414 units,3 Acres,Ask for Details,Ask for Details,Juinagar,Vashi,"Strategically located near major highways for seamless connectivity,Experience luxurious living with high-end specifications and attention to detail,Luxurious lifestyle with power backup and gymnasium amenities,Unwind in peaceful ambiance with lush green surroundings,Convenience assured with strategic placement near major roads",https://www.squareyards.com/raheja-universal-projects/3142/builder,39 Years Experience,4,59,A51800000454,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Badminton Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Snooker/Pool/Billiards,Power Backup; Treated Water Supply; Pet Area; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance,Normal Park / Central Green,Indoor Games; Luxurious Clubhouse; Senior Citizen Area
426743,https://www.squareyards.com/navi-mumbai-residential-property/kamdhenu-grandeur/246924/project,Kamdhenu Grandeur,Square Yards  Phase 1,"Sector 8 Sanpada, Navi Mumbai",Rs2.02 Cr - 2.32 Cr,N/A,New Launch,2 BHK,617 Sq. Ft to 707 Sq. Ft (Carpet),Kamdhenu,227 units,1.63 Acres,Ask for Details,Ask for Details,Sector 8 Sanpada,Vashi,"Elevated residential haven along Sion Panvel Highway and Thane Belapur Road,Experience the grandeur of luxury living in Sanpada heart,Power backup ensures uninterrupted living and peace of mind,Lavish master bedrooms with oil-bound distemper walls and vitrified tiles,Savor a healthy lifestyle with a fully-equipped gym and sports facility,Strategically located for easy access to Navi Mumbai prime attractions",https://www.squareyards.com/kamdhenu-projects/1157/builder,64 Years Experience,6,14,A51800000454,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Badminton Court(s); Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track,Power Backup; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Intercom Facility,Normal Park / Central Green,Indoor Games; Senior Citizen Area
405529,https://www.squareyards.com/gurgaon-residential-property/navraj-the-antalyas/228575/project,Navraj The Antalyas,Square Yards  Phase 1,"Sector 37D, Gurgaon",Rs2.43 Cr - 2.81 Cr,"Rs11,750 Per Sq. Ft",Under Construction,"3, 4 BHK",2071 Sq. Ft to 2390 Sq. Ft (Saleable),Navraj Infratech,200 units,5.43 Acres,Ask for Details,Ask for Details,Sector 37D,Dwarka Expressway,,https://www.squareyards.com/navraj-infratech-projects/19313/builder,N/A,2,N/A,660/2017/307,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink,Power Backup; Restaurant; Treated Water Supply; Pet Area; 24*7 Water Supply; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Large Green Area,Cafe / Coffee Bar; Party Hall; Amphitheater; Indoor Games; Luxurious Clubhouse; Senior Citizen Area
405529,https://www.squareyards.com/gurgaon-residential-property/navraj-the-antalyas/228575/project,Navraj The Antalyas,Square Yards  Phase 1,"Sector 37D, Gurgaon",Rs2.43 Cr - 2.81 Cr,"Rs11,750 Per Sq. Ft",Under Construction,"3, 4 BHK",2071 Sq. Ft to 2390 Sq. Ft (Saleable),Navraj Infratech,200 units,5.43 Acres,Ask for Details,Ask for Details,Sector 37D,Dwarka Expressway,,https://www.squareyards.com/navraj-infratech-projects/19313/builder,N/A,2,N/A,660/2017/307,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink,Power Backup; Restaurant; Treated Water Supply; Pet Area; 24*7 Water Supply; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Large Green Area,Cafe / Coffee Bar; Party Hall; Amphitheater; Indoor Games; Luxurious Clubhouse; Senior Citizen Area
405529,https://www.squareyards.com/gurgaon-residential-property/navraj-the-antalyas/228575/project,Navraj The Antalyas,Square Yards  Phase 1,"Sector 37D, Gurgaon",Rs2.43 Cr - 2.81 Cr,"Rs11,750 Per Sq. Ft",Under Construction,"3, 4 BHK",2071 Sq. Ft to 2390 Sq. Ft (Saleable),Navraj Infratech,200 units,5.43 Acres,Ask for Details,Ask for Details,Sector 37D,Dwarka Expressway,,https://www.squareyards.com/navraj-infratech-projects/19313/builder,N/A,2,N/A,660/2017/307,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink,Power Backup; Restaurant; Treated Water Supply; Pet Area; 24*7 Water Supply; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Large Green Area,Cafe / Coffee Bar; Party Hall; Amphitheater; Indoor Games; Luxurious Clubhouse; Senior Citizen Area
